Date,Close/Last,Volume,Open,High,Low
4/3/2023,104.91,20719860,102.67,104.95,102.38
3/31/2023,104,28107950,101.71,104.19,101.44
3/30/2023,101.32,25009830,101.44,101.61,100.29
3/29/2023,101.9,26148300,102.72,102.82,101.03
3/28/2023,101.36,24913480,103,103,100.28
3/27/2023,103.06,25393420,105.32,105.4,102.63
3/24/2023,106.06,25245010,105.74,106.16,104.74
3/23/2023,106.26,31385820,105.89,107.1,105.41
3/22/2023,104.22,32336880,105.14,107.51,104.21
3/21/2023,105.84,33122800,101.98,105.96,101.86
3/20/2023,101.93,26033920,101.06,102.58,100.79
3/17/2023,102.46,76140310,100.84,103.49,100.75
3/16/2023,101.07,54588200,96.57,101.97,95.87
3/15/2023,96.55,38367330,93.54,97.25,93.04
3/14/2023,94.25,32303880,93.07,94.83,92.78
3/13/2023,91.66,31508570,90.57,93.08,89.94
3/10/2023,91.01,32850090,92.5,93.18,90.8
3/9/2023,92.66,24438890,94.49,95.92,92.36
3/8/2023,94.65,25395200,94.41,96.24,94.41
3/7/2023,94.17,24101540,95.42,96.09,93.84
3/6/2023,95.58,28288210,94.36,96.3,94.3
3/3/2023,94.02,30242540,92.74,94.11,92.66
3/2/2023,92.31,23344560,89.86,92.48,89.77
3/1/2023,90.51,26323880,90.16,91.2,89.85
2/28/2023,90.3,30546910,89.54,91.45,89.52
2/27/2023,90.1,22724260,90.09,90.45,89.61
2/24/2023,89.35,31295620,89.63,90.13,88.86
2/23/2023,91.07,32423720,92.13,92.13,90.01
2/22/2023,91.8,29891140,91.93,92.36,90.87
2/21/2023,92.05,28367200,93.24,93.41,92
2/17/2023,94.59,31095070,95.07,95.75,93.45
2/16/2023,95.78,35642110,95.54,97.88,94.97
2/15/2023,97.1,37029890,94.74,97.34,94.36
2/14/2023,94.95,42513080,94.66,95.18,92.65
2/13/2023,95,43116560,95.01,95.35,94.05
2/10/2023,94.86,49325280,95.74,97.02,94.53
2/9/2023,95.46,97798570,100.54,100.61,93.86
2/8/2023,100,73546030,102.69,103.58,98.46
2/7/2023,108.04,33738830,103.63,108.67,103.55
2/6/2023,103.47,25573050,102.69,104.7,102.21
2/3/2023,105.22,36823420,103.51,108.02,103.3
2/2/2023,108.8,46622630,106.79,108.82,106.54
2/1/2023,101.43,26392570,99.74,102.19,98.42
1/31/2023,99.87,22306780,97.86,99.91,97.79
1/30/2023,97.95,24365140,98.75,99.41,97.52
1/27/2023,100.71,29020350,99.05,101.58,98.97
1/26/2023,99.16,24542060,98.28,99.21,96.82
1/25/2023,96.73,31000850,97.2,97.72,95.26
1/24/2023,99.21,27391370,99.55,101.09,98.7
1/23/2023,101.21,31791780,99.13,101.4,98.75
1/20/2023,99.28,53704760,95.95,99.42,95.91
1/19/2023,93.91,28707650,91.39,94.4,91.38
1/18/2023,91.78,19641620,92.94,93.59,91.4
1/17/2023,92.16,22935820,92.78,92.97,90.84
1/13/2023,92.8,18630710,91.53,92.98,90.93
1/12/2023,91.91,22754220,92.4,92.62,90.57
1/11/2023,92.26,25998840,90.06,92.45,89.74
1/10/2023,89.24,22855590,86.72,89.48,86.7
1/9/2023,88.8,22996680,89.2,90.83,88.58
1/6/2023,88.16,26612630,87.36,88.47,85.57
1/5/2023,86.77,23136080,88.07,88.21,86.56
1/4/2023,88.71,27046480,91.01,91.24,87.8
1/3/2023,89.7,20738460,89.83,91.55,89.02
12/30/2022,88.73,19190300,87.37,88.83,87.03
12/29/2022,88.95,18280660,87.03,89.37,86.99
12/28/2022,86.46,17879570,87.5,88.52,86.37
12/27/2022,87.93,15470870,89.31,89.5,87.54
12/23/2022,89.81,17815010,87.62,90.1,87.62
12/22/2022,88.26,23656070,88.93,89.18,86.94
12/21/2022,90.25,20336390,89.73,90.92,88.91
12/20/2022,89.63,21976850,88.73,89.78,88.04
12/19/2022,89.15,23020540,90.88,91.2,88.93
12/16/2022,90.86,48485510,91.2,91.75,90.01
12/15/2022,91.2,28298760,93.54,94.03,90.43
12/14/2022,95.31,26452940,95.54,97.22,93.94
12/13/2022,95.85,34788520,98.07,99.8,95.38
12/12/2022,93.56,27380950,93.09,93.87,91.9
12/9/2022,93.07,21885310,93.9,94.49,93.02
12/8/2022,93.95,25593230,95.69,95.87,93.8
12/7/2022,95.15,26647880,96.77,97.31,95.03
12/6/2022,97.31,20877620,99.67,100.21,96.76
12/5/2022,99.87,19955550,99.82,101.75,99.36
12/2/2022,100.83,18821530,99.37,101.15,99.17
12/1/2022,101.28,21771540,101.4,102.59,100.67
11/30/2022,101.45,39888070,95.12,101.45,94.67
11/29/2022,95.44,20220010,96,96.39,94.39
11/28/2022,96.25,19981970,97.2,97.83,95.89
11/25/2022,97.6,8567819,98.47,98.94,97.53
11/23/2022,98.82,17568860,97.34,99.07,97.34
11/22/2022,97.33,18868850,96.16,97.55,94.41
11/21/2022,95.83,18696870,97.56,98.72,95.67
11/18/2022,97.8,24969880,99.01,99.16,96.74
11/17/2022,98.5,21818730,97.18,99.48,97.1
11/16/2022,98.99,24660200,98.02,99.85,97.9
11/15/2022,98.72,31830970,98.67,100.42,97.02
11/14/2022,96.03,24170080,95.5,97.18,95.11
11/11/2022,96.73,30569110,94.71,97.36,94.16
11/10/2022,94.17,42371220,92.34,94.55,91.65
11/9/2022,87.4,26743880,88.55,89.49,87.36
11/8/2022,88.91,30172000,89.16,90.41,87.65
11/7/2022,88.65,26899880,87.34,88.94,86.96
11/4/2022,86.7,40173280,85.51,86.73,83.88
11/3/2022,83.49,48510360,86.35,86.55,83.45
11/2/2022,87.07,43553550,90.91,91.3,87.01
11/1/2022,90.5,43220600,95.59,96.17,90.43
10/31/2022,94.66,29868710,95.78,96.35,94.38
10/28/2022,96.58,35696930,92.53,96.86,92.32
10/27/2022,92.6,54036490,94.31,95.17,91.9
10/26/2022,94.82,71671810,96.76,98.54,94.57
10/25/2022,104.93,29910170,103.3,105.1,103.02
10/24/2022,102.97,24680830,102.09,103.1,100.3
10/21/2022,101.48,28988730,98.46,101.62,98.23
10/20/2022,100.53,25125080,100.82,103,99.97
10/19/2022,100.29,21573690,100.7,101.66,99.64
10/18/2022,101.39,21610540,103.94,104.22,100.65
10/17/2022,100.78,23311600,99.52,101.77,99.51
10/14/2022,97.18,22624830,100.63,101.29,97.03
10/13/2022,99.71,32812220,95.93,100.53,95.27
10/12/2022,98.3,17343430,98.27,99.65,97.67
10/11/2022,98.05,21617730,98.25,100.12,97.25
10/10/2022,98.71,16529900,99.85,99.99,97.87
10/7/2022,99.57,24249910,100.65,101.42,99.21
10/6/2022,102.24,17156240,101.5,103.73,101.5
10/5/2022,102.22,18475520,100.69,102.74,99.74
10/4/2022,102.41,22580930,101.04,102.72,101.04
10/3/2022,99.3,24840030,97.22,99.97,97.02
9/30/2022,96.15,26277830,97.73,99.49,96.03
9/29/2022,98.09,21921520,99.3,99.3,96.52
9/28/2022,100.74,24617000,98.02,101.4,97.8
9/27/2022,98.09,24224990,99.91,100.46,97.34
9/26/2022,98.81,22437940,98.61,100.44,98.38
9/23/2022,99.17,25656960,100.06,100.11,98.01
9/22/2022,100.57,21272680,99.45,101.68,99.41
9/21/2022,100.01,26596760,102.24,103.49,99.99
9/20/2022,101.83,24001670,102.88,103.17,101.12
9/19/2022,103.85,19738600,102.54,104.02,102.37
9/16/2022,103.63,64540120,102.97,104.03,101.86
9/15/2022,103.9,26494930,105.01,106.21,103.31
9/14/2022,105.87,22115810,105.44,106.1,104.5
9/13/2022,105.31,33014990,108.89,109.37,105
9/12/2022,111.87,19732910,111.99,112.64,110.93
9/9/2022,111.78,21745030,110.05,112,110
9/8/2022,109.42,21660650,109.18,110.58,108.06
9/7/2022,110.48,22987180,107.76,110.99,107.62
9/6/2022,107.48,20565050,108.14,108.88,106.51
9/2/2022,108.68,20618080,111.34,111.68,108.13
9/1/2022,110.55,22784390,109.2,111.22,108.19
8/31/2022,109.15,25897980,111.63,111.77,109.05
8/30/2022,109.91,20548200,111.03,111.37,108.8
8/29/2022,110.34,20386140,110.78,111.96,109.81
8/26/2022,111.3,31698670,115.81,116.6,111.22
8/25/2022,117.7,14874670,115.15,117.78,115.05
8/24/2022,114.7,16051170,114.45,115.72,113.78
8/23/2022,114.77,14390690,114.32,115.93,114.3
8/22/2022,115.07,19316020,116.1,116.5,114.67
8/19/2022,118.12,20186980,119.87,120,117.67
8/18/2022,120.86,15652030,120.23,121.69,119.55
8/17/2022,120.32,17589160,120.93,122.15,120.2
8/16/2022,122.51,15626170,122.32,123.23,121.54
8/15/2022,122.88,15524950,122.21,123.26,121.57
8/12/2022,122.65,16121090,121.16,122.65,120.4
8/11/2022,119.82,16671630,122.08,122.34,119.55
8/10/2022,120.65,20497020,119.59,121.78,119.36
8/9/2022,117.5,15424260,117.99,118.2,116.56
8/8/2022,118.14,17061110,119.12,120.86,117.83
8/5/2022,118.22,15615660,116.93,118.86,116.71
8/4/2022,118.87,15757700,118.3,119.5,117.71
8/3/2022,118.78,25302820,116.34,119.42,116.15
8/2/2022,115.9,17911040,114.43,117.08,114.26
8/1/2022,115.48,22856200,115.53,117.12,114.69
7/29/2022,116.64,31336180,113.4,116.9,113.23
7/28/2022,114.59,23303840,112.8,114.7,111.85
7/27/2022,113.6,41474620,109.6,114.4,108.42
7/26/2022,105.44,36626630,107.43,107.74,104.76
7/25/2022,108.21,28289940,108.88,110.58,107.01
7/22/2022,108.36,44455300,111.81,113.18,107.6
7/21/2022,115.04,27267850,115.09,115.21,111.91
7/20/2022,114.7,26780090,114.06,116.33,113.26
7/19/2022,114.62,30992330,111.73,114.81,110.5
7/18/2022,109.91,33353990,113.44,114.8,109.3
7/15/2022,112.77,34330760,112.96,114,111.82
7/14/2022,111.44,32365540,110.83,111.99,109.33
7/13/2022,112.19,38958860,112.64,115.16,111.82
7/12/2022,114.85,24970160,116.84,117.85,114.62
7/11/2022,116.52,26830460,118.65,118.79,116.23
7/8/2022,120.17,29082200,117.55,120.44,117.51
7/7/2022,119.31,32183940,116.01,119.86,115.53
7/6/2022,115.21,28852680,114.09,116.35,112.25
7/5/2022,113.89,36429380,107.51,114.05,106.25
7/1/2022,109.08,31027880,108.34,109.81,107.11
6/30/2022,109.37,38046040,110.5,111.33,107.31
6/29/2022,112.26,18627860,112.15,113.66,111.55
6/28/2022,112.57,28316220,116.35,117.86,112.44
6/27/2022,116.62,32839300,118.94,119.25,116
6/24/2022,118.54,39122760,113.6,118.64,113.6
6/23/2022,112.68,24709720,112.95,113.2,111.03
6/22/2022,112.03,23921720,111.16,113.77,110.72
6/21/2022,112.02,39010280,109.7,112.67,109.29
6/17/2022,107.87,43516660,106.54,109.25,105.63
6/16/2022,106.64,35313240,108.15,109.29,105.79
6/15/2022,110.39,33192020,108.9,112.06,108.12
6/14/2022,107.19,25480940,106.89,108.46,106.35
6/13/2022,106.88,36756200,107.45,109.22,106.59
6/10/2022,111.43,31349740,112.78,113.5,110.86
6/9/2022,114.92,23141600,116.34,118.35,114.87
6/8/2022,117.24,22544260,116.88,118.65,116.7
6/7/2022,117.23,26413540,115.65,117.75,115.13
6/6/2022,117.01,23786720,116.74,119.4,116.53
6/3/2022,114.56,24952080,115.99,116.36,113.67
6/2/2022,117.75,27495400,114.19,117.9,113.31
6/1/2022,114.14,28629280,114.93,117.4,113.55
5/31/2022,114.04,51301920,113.08,116.43,112.57
5/27/2022,112.8,29924420,109.79,112.87,109.55
5/26/2022,108.3,30287480,106.05,108.96,105.49
5/25/2022,105.84,37899340,105.14,106.54,104.21
5/24/2022,105.93,60386380,106.38,106.4,102.21
5/23/2022,111.67,31558220,110.1,112.01,109.15
5/20/2022,109.31,37586020,112.09,112.55,106.37
5/19/2022,110.75,29191740,111.84,113.59,110.47
5/18/2022,112.4,27982760,115.24,115.7,112.14
5/17/2022,116.7,21576080,117.23,117.23,115.34
5/16/2022,114.79,23282380,115.38,116.61,114.34
5/13/2022,116.52,29737560,114.85,118.09,114
5/12/2022,113.16,41464880,111.94,114.86,110.11
5/11/2022,113.96,36501640,113.71,116.67,113.65
5/10/2022,114.58,31157780,116.04,116.69,113.38
5/9/2022,113.08,34520960,113.3,115.56,112.55
5/6/2022,115.66,35309480,115.52,117.5,114.14
5/5/2022,116.75,43089040,120.22,121.23,115.18
5/4/2022,122.58,33231460,118,123.14,115.74
5/3/2022,118.13,21215740,116.77,119.3,116.63
5/2/2022,117.16,30279640,113.91,117.34,113.4
4/29/2022,114.97,33693100,117.58,118.96,114.69
4/28/2022,119.41,36790940,117.12,120.44,115.14
4/27/2022,115.02,62238120,114.37,117.5,113.12
4/26/2022,119.51,49393040,122.75,122.75,119.16
4/25/2022,123.25,34521800,119.43,123.28,118.77
4/22/2022,119.61,46410300,125,125.45,119.14
4/21/2022,124.94,30157540,129.35,130.31,124.65
4/20/2022,128.25,22609380,131.28,131.92,127.89
4/19/2022,130.53,22719300,128.08,130.9,127.45
4/18/2022,127.96,14917200,127.41,128.71,126.58
4/14/2022,127.25,23483360,130.65,130.71,127.11
4/13/2022,130.29,19542960,128.63,130.66,128.44
4/12/2022,128.37,23003220,132.42,132.42,127.58
4/11/2022,129.8,24187340,132.9,132.94,129.62
4/8/2022,134.01,16434480,136.25,136.25,133.75
4/7/2022,136.47,19448540,136.62,137.7,134.86
4/6/2022,137.18,23574600,139.16,139.85,136.42
4/5/2022,141.06,19255560,143.4,143.59,140.94
4/4/2022,143.64,19084900,140.82,144.04,140.82
4/1/2022,140.7,23480020,140.01,140.95,138.8
3/31/2022,139.65,29516320,142.45,142.64,139.62
3/30/2022,142.64,21046380,142.87,143.48,142.17
3/29/2022,143.25,28678420,143.16,144.16,142.48
3/28/2022,141.95,23773080,140.68,141.98,139.83
3/25/2022,141.52,19289080,141.75,141.96,139.7
3/24/2022,141.31,20544720,139.27,141.4,138.04
3/23/2022,138.5,25302320,139.14,140.03,138.17
3/22/2022,140.28,29776860,136.5,141.5,136.5
3/21/2022,136.48,26632460,136.85,137.58,134.61
3/18/2022,136.8,45899700,133.88,136.91,132.93
3/17/2022,134.6,23994380,133.32,134.74,132.72
3/16/2022,133.69,32058200,131,133.77,129.2
3/15/2022,129.66,30292600,127.74,130.52,126.57
3/14/2022,126.74,30253860,130.57,131.03,126.41
3/11/2022,130.48,26599800,134,134.2,130.3
3/10/2022,132.68,24265200,131.46,133.54,131.4
3/9/2022,133.87,32257440,131.4,134.2,130.09
3/8/2022,127.28,35249560,126.25,131.25,125.86
3/7/2022,126.46,39177900,131.9,131.9,126.41
3/4/2022,132.12,24472240,133.38,134.2,130.41
3/3/2022,134.31,19779300,135.98,136.71,133.43
3/2/2022,134.75,23966740,134.61,135.62,133.43
3/1/2022,134.17,24639920,134.48,136.11,133.38
2/28/2022,134.89,29675680,133.28,135.64,132.83
2/25/2022,134.52,26235860,133.53,135.39,131.77
2/24/2022,132.67,43165080,125,133.04,124.76
2/23/2022,127.59,26431280,131.08,131.75,127.5
2/22/2022,129.4,38906580,129.99,131.9,127.74
2/18/2022,130.47,31858600,133.04,133.82,130.31
2/17/2022,132.31,30968120,136.15,136.84,132.2
2/16/2022,137.49,25609660,136.43,137.95,134.82
2/15/2022,136.43,26577560,137.47,137.9,135.54
2/14/2022,135.3,26792800,133.37,136.17,133.3
2/11/2022,134.13,38808800,138.75,139.28,133.29
2/10/2022,138.6,33017700,139.5,141.43,138.05
2/9/2022,141.45,28627160,140.85,142.18,140.38
2/8/2022,139.21,34255040,138.99,139.84,136.87
2/7/2022,138.94,44610740,143.71,143.85,138.7
2/4/2022,143.02,49224400,143.02,144.54,139.82
2/3/2022,142.65,56930140,145.3,149.12,142.21
2/2/2022,148.04,89750760,151.86,152.1,145.56
2/1/2022,137.88,51203200,137.84,138.2,134.57
1/31/2022,135.7,34055560,134.2,135.84,132.27
1/28/2022,133.29,30517560,130,133.37,128.69
1/27/2022,129.12,30285020,131.36,132.61,128.95
1/26/2022,129.24,39630880,130.59,132.81,127.15
1/25/2022,126.74,36008600,128.44,129.34,126.38
1/24/2022,130.37,55292040,126.03,130.78,124.64
1/21/2022,130.09,41919220,133.01,134.76,130
1/20/2022,133.51,21930560,136.51,137.91,133.14
1/19/2022,135.65,20795280,136.94,138.4,135.5
1/18/2022,136.29,27401960,136.6,137.39,135.62
1/14/2022,139.79,23825920,137.5,141.2,137.5
1/13/2022,139.13,26565080,141.84,143.19,138.91
1/12/2022,141.65,23641580,141.55,142.81,141.11
1/11/2022,140.02,23501240,138.18,140.33,136.81
1/10/2022,138.57,34095680,135.1,138.64,133.14
1/7/2022,137,19408240,137.91,138.25,135.79
1/6/2022,137.55,29049040,137.5,139.69,136.76
1/5/2022,137.65,49641520,144.18,144.3,137.52
1/4/2022,144.42,22927780,145.55,146.61,143.82
1/3/2022,145.07,25224500,144.48,145.55,143.5
12/31/2021,144.68,17297700,145.54,146.37,144.68
12/30/2021,146,12977020,146.45,147.06,145.76
12/29/2021,146.5,17024720,146.43,147.18,145.5
12/28/2021,146.45,18635840,148.37,148.37,145.94
12/27/2021,148.06,13259320,147.46,148.43,147.25
12/23/2021,147.14,13818680,147.09,148.57,146.95
12/22/2021,146.95,18440480,144.1,147.3,143.96
12/21/2021,144.22,19551940,143.15,144.69,141.74
12/20/2021,142.4,20263520,140.68,142.61,140.25
12/17/2021,142.8,43404700,142.71,144.46,141.79
12/16/2021,144.84,27399740,148.08,148.55,144.09
12/15/2021,147.37,27280960,144.37,147.52,142.71
12/14/2021,144.97,24778800,144.77,145.44,142.24
12/13/2021,146.7,24103920,148.44,148.56,146.36
12/10/2021,148.68,21638460,149.1,149.4,147.36
12/9/2021,148.11,18580600,148.18,149.61,147.53
12/8/2021,148.72,18963940,148.33,149.16,147.2
12/7/2021,148.04,23258280,145.95,148.3,145.7
12/6/2021,143.8,22197700,143.57,144.35,140.65
12/3/2021,142.52,26687480,144.5,145.21,141.15
12/2/2021,143.78,21250700,141.82,144.68,140.98
12/1/2021,141.62,28545780,144.21,146.5,141.5
11/30/2021,142.45,41590520,145.45,146.63,142.07
11/29/2021,146.11,26276120,144.3,146.86,144.3
11/26/2021,142.81,16992120,145.02,145.3,142.49
11/24/2021,146.72,16464060,146.35,147,145.2
11/23/2021,146.76,18133140,147.11,147.69,144.89
11/22/2021,147.08,24627700,150.14,150.74,147.01
11/19/2021,149.95,19782960,151,151.85,149.89
11/18/2021,150.71,26682400,149.15,151.61,149
11/17/2021,149.06,15290820,149.23,149.63,148.56
11/16/2021,149.08,17254860,149.17,149.83,148.35
11/15/2021,149.39,16247340,150,150.48,148.65
11/12/2021,149.65,17047660,147.83,149.86,146.45
11/11/2021,146.75,12463100,147.11,148.5,146.69
11/10/2021,146.63,22708320,148.01,148.7,145.33
11/9/2021,149.25,16875560,149.75,150.38,147.51
11/8/2021,149.35,18388140,150,151.03,149.12
11/5/2021,149.24,20408140,149.35,150.57,148.65
11/4/2021,148.68,24700800,147.2,149.95,146.64
11/3/2021,146.79,17886600,146.28,146.91,145.05
11/2/2021,145.86,21150580,144.81,146.92,144.64
11/1/2021,143.77,32272100,148.17,148.4,143.58
10/29/2021,148.27,28954500,145.52,148.61,145.17
10/28/2021,146.13,32418060,147.3,147.42,144.76
10/27/2021,146.43,51850920,139.9,149.12,139.9
10/26/2021,139.67,28258740,140.61,140.84,139.01
10/25/2021,138.77,21081700,138.81,139.21,136.75
10/22/2021,138.63,30182640,140.35,141.56,137.17
10/21/2021,142.78,14849920,142.19,142.85,141.64
10/20/2021,142.42,17939500,144.22,144.25,141.91
10/19/2021,143.82,15315840,143.29,144.11,143.1
10/18/2021,142.96,16567200,141.21,143,141.21
10/15/2021,141.68,21253360,142.2,142.2,141.06
10/14/2021,141.41,21437560,139.95,141.65,139.34
10/13/2021,137.9,16393280,137.75,138.55,136.98
10/12/2021,136.71,22535020,139.64,139.7,136.25
10/11/2021,138.85,16584760,139.8,140.76,138.81
10/8/2021,140.06,18928420,139.91,140.32,139.43
10/7/2021,139.19,18250460,138.86,140.15,138.56
10/6/2021,137.35,19764320,134.63,137.85,134.49
10/5/2021,136.18,24126740,134,137.36,134
10/4/2021,133.77,31529900,135.7,135.7,131.17
10/1/2021,136.46,28387300,133.55,137.07,133.38
9/30/2021,133.27,35363980,134.33,135.59,133
9/29/2021,134.52,26337220,137.11,137.4,134.25
9/28/2021,136.18,42189660,139.09,139.61,135.7
9/27/2021,141.5,18844080,141.59,142.5,140.5
9/24/2021,142.63,14949340,140.95,142.9,140.85
9/23/2021,141.83,17276100,141.61,142.25,141.1
9/22/2021,140.94,22067800,140.05,141.58,139.47
9/21/2021,139.65,18129380,140.12,140.81,138.91
9/20/2021,139.02,34917720,139,139.36,137.05
9/17/2021,141.46,60039820,143.8,144.25,141.06
9/16/2021,144.37,20298840,145.12,145.2,143.42
9/15/2021,145.21,20653420,143.76,145.58,142.26
9/14/2021,143.41,18919140,144.16,144.73,142.91
9/13/2021,143.47,20175620,143.2,144.19,142.28
9/10/2021,141.92,32896620,145.44,146.02,141.74
9/9/2021,144.91,14798560,144.88,145.67,144.43
9/8/2021,144.88,15491660,145.39,145.55,144.2
9/7/2021,145.52,15172600,144.75,145.82,144.54
9/3/2021,144.78,19110480,144.15,145.38,143.51
9/2/2021,144.22,21855800,145.95,146.33,144.11
9/1/2021,145.84,15824680,145.65,146.82,145.61
8/31/2021,145.46,26756420,145.88,146.11,145
8/30/2021,145.47,16915900,144.7,146.49,144.6
8/27/2021,144.55,24568240,142.11,145.01,142.02
8/26/2021,142.12,14922000,142.62,143.13,142.09
8/25/2021,142.95,12843060,142.88,143.31,142.44
8/24/2021,142.4,15126260,141.54,143.01,141.35
8/23/2021,141.1,21089680,139,142.18,138.75
8/20/2021,138.44,15566740,137.08,138.61,136.47
8/19/2021,136.91,18295920,135.47,137.45,135.36
8/18/2021,136.57,14934460,137.12,138.29,136.42
8/17/2021,137.3,21274020,138.19,138.72,136.79
8/16/2021,138.92,18050840,138,138.99,136.17
8/13/2021,138.41,12580580,138.36,138.67,138.01
8/12/2021,138.39,14649400,137.71,138.42,136.78
8/11/2021,137.69,15209660,138.28,138.85,137.35
8/10/2021,138.1,16039080,138.08,138.55,137.23
8/9/2021,138,12379560,136.95,138.32,136.43
8/6/2021,137.04,13565020,136.3,137.08,136.05
8/5/2021,136.94,11871780,136.03,136.95,135.6
8/4/2021,136.03,16527140,136.25,136.54,135.42
8/3/2021,136.28,19064000,136,136.34,134.18
8/2/2021,135.99,20140040,135.48,136.02,134.67
7/30/2021,135.22,23954500,135.51,135.77,134.81
7/29/2021,136.54,19283340,136.38,137.15,136.14
7/28/2021,136.38,54688340,138.56,139.68,136.35
7/27/2021,136.8,42163060,140.01,140.01,135.1
7/26/2021,139.64,23052460,138.25,139.71,137.65
7/23/2021,137.82,26377740,135.26,138.81,134.7
7/22/2021,133.33,13608140,132.65,133.5,132.4
7/21/2021,132.6,14741640,130.79,132.62,130.6
7/20/2021,131.1,19083120,130,132,129.19
7/19/2021,129.25,25709320,131.16,131.25,128.54
7/16/2021,131.85,14861180,131.64,132.18,130.82
7/15/2021,131.27,16586320,132.5,132.6,130.6
7/14/2021,132.08,17918540,131.9,133,131.9
7/13/2021,130.99,16617960,130.88,132.04,130.64
7/12/2021,130.56,16950920,129.83,130.77,129.6
7/9/2021,129.57,15109320,128.94,129.85,128.94
7/8/2021,129.18,19779500,128.25,130.03,128.04
7/7/2021,130.08,16683720,130.34,130.64,129.76
7/6/2021,129.77,21350340,129.45,129.88,128.41
7/2/2021,128.72,21165120,126.84,128.85,126.77
7/1/2021,126.37,17124600,124.85,126.46,124.85
6/30/2021,125.32,24009560,125.65,125.8,124.76
6/29/2021,126.02,20949560,126.77,127,125.44
6/28/2021,126.82,28110860,127,127.34,125.97
6/25/2021,127,33485940,126.96,127.51,126.44
6/24/2021,127.28,18933240,127.05,127.54,126.96
6/23/2021,126.46,19693160,126.55,127.8,126.25
6/22/2021,127,20986200,126.45,127.27,126.03
6/21/2021,126.46,26256520,125.74,127.04,125.13
6/18/2021,125.57,53306200,125.71,126.39,124.6
6/17/2021,126.37,25755820,125.52,127.2,125.52
6/16/2021,125.7,26316760,126.25,126.52,124.15
6/15/2021,126.03,22182600,126.52,126.86,125.65
6/14/2021,126.35,22550440,125.67,126.41,125.05
6/11/2021,125.7,25246180,126.25,126.35,124.91
6/10/2021,126.08,31234660,124.7,126.16,124.7
6/9/2021,124.57,20126740,124.98,125.25,124.37
6/8/2021,124.14,25065060,124,124.72,123.41
6/7/2021,123.3,23849060,122.57,123.4,122.05
6/4/2021,122.59,25948680,121.13,122.69,120.89
6/3/2021,120.23,18345820,119.75,120.49,119.14
6/2/2021,121.06,17162100,121.77,122.1,120.21
6/1/2021,121.49,19165780,121.1,121.9,120.24
5/28/2021,120.58,24107640,121.1,121.41,120.38
5/27/2021,120.13,38962260,121.85,122,120.1
5/26/2021,121.68,21856380,120.64,122.15,120.63
5/25/2021,120.45,18838560,121,121.64,120.15
5/24/2021,120.33,21243780,118.35,120.92,118.01
5/21/2021,117.26,22832640,118.3,118.45,117.12
5/20/2021,117.8,23831860,116.4,118.02,116.05
5/19/2021,115.44,19350880,113.22,115.84,113.18
5/18/2021,115.17,17302380,116.85,117.16,115.16
5/17/2021,116.07,19835840,115.47,116.17,114.75
5/14/2021,115.81,26624960,114.59,116.06,114.17
5/13/2021,113.1,26670160,113.05,113.83,112.14
5/12/2021,111.95,34933280,113.09,114.27,111.5
5/11/2021,115.44,32110960,114.59,116.1,114.15
5/10/2021,117.08,26005420,118.74,118.9,116.74
5/7/2021,119.93,23277840,120,120.82,119.5
5/6/2021,119.07,20617180,117.53,119.14,117.12
5/5/2021,117.84,21805500,118.42,119.11,117.57
5/4/2021,117.71,35120300,118.49,118.96,115.59
5/3/2021,119.76,33787780,120.14,120.99,119.23
4/30/2021,120.51,39142600,120.22,121.36,120.11
4/29/2021,121.49,39553540,120.52,121.83,120.11
4/28/2021,119,59728780,120.36,122.62,118.74
4/27/2021,115.36,31971660,116.8,116.87,115.21
4/26/2021,116.34,20833000,116,117.06,115.69
4/23/2021,115.77,28703240,114.17,116.29,113.91
4/22/2021,113.4,21096160,114.66,115.19,112.82
4/21/2021,114.66,23934620,114.26,114.77,112.93
4/20/2021,114.68,21774980,115.39,115.48,113.59
4/19/2021,115.12,24688900,114.6,115.92,114.39
4/16/2021,114.89,22601800,115.15,115.32,114.22
4/15/2021,114.83,27472240,113.85,115.33,113.3
4/14/2021,112.74,20219340,113.76,113.9,112.46
4/13/2021,113.36,23316080,113.07,113.86,112.8
4/12/2021,112.74,31317020,113.31,113.77,111.92
4/9/2021,114.29,20887300,112.84,114.45,112.69
4/8/2021,113.27,27165180,113.9,114.2,112.88
4/7/2021,112.48,25797220,111.31,112.75,111.27
4/6/2021,111.24,27060720,111.13,111.88,110.74
4/5/2021,111.28,43297500,107.65,111.87,107.58
4/1/2021,106.89,33979560,104.9,107.15,104.84
3/31/2021,103.43,29198600,102.96,104.67,102.84
3/30/2021,102.78,20735480,102.88,103.54,102.2
3/29/2021,102.8,24595540,101.39,102.92,100.78
3/26/2021,101.78,29876000,101.94,102.55,100.7
3/25/2021,102.22,28378140,102.24,102.94,100.54
3/24/2021,102.25,23080580,103.27,103.91,102.08
3/23/2021,102.65,27339940,102.59,103.62,101.96
3/22/2021,101.93,39096320,102.09,102.9,101.3
3/19/2021,102.16,46297860,102.1,102.66,100.88
3/18/2021,101.81,27248600,103.05,103.78,101.68
3/17/2021,104.55,25980320,103.8,105.49,102.7
3/16/2021,104.63,29831280,103.95,106.18,103.5
3/15/2021,103.32,25966500,103.12,103.35,102.18
3/12/2021,103.1,34515880,104.25,104.51,102.38
3/11/2021,105.74,24781600,103.7,106.29,103.62
3/10/2021,102.75,25371840,103.59,103.75,101.67
